KEGG_ID,pathway_1,pathway_2,pathway_3,pathway_4,pathway_5,pathway_6,pathway_7,pathway_8,pathway_9,pathway_10
C18555,,,,,,,,,,
C18556,,,,,,,,,,
C18557,,,,,,,,,,
C18558,,,,,,,,,,
C18559,,,,,,,,,,
C18560,,,,,,,,,,
C18561,,,,,,,,,,
C18562,,,,,,,,,,
C18563,,,,,,,,,,
C18564,,,,,,,,,,
C18565,,,,,,,,,,
C18566,,,,,,,,,,
C18567,,,,,,,,,,
C18568,,,,,,,,,,
C18569,,,,,,,,,,
C18570,,,,,,,,,,
C18571,,,,,,,,,,
C18572,,,,,,,,,,
C18573,,,,,,,,,,
C18574,,,,,,,,,,
C18575,,,,,,,,,,
C18576,,,,,,,,,,
C18577,,,,,,,,,,
C18578,,,,,,,,,,
C18579,,,,,,,,,,
C18580,,,,,,,,,,
C18581,,,,,,,,,,
C18582,,,,,,,,,,
C18583,,,,,,,,,,
C18584,,,,,,,,,,
C18585,,,,,,,,,,
C18586,,,,,,,,,,
C18587,,,,,,,,,,
C18588,,,,,,,,,,
C18589,,,,,,,,,,
C18590,,,,,,,,,,
C18591,,,,,,,,,,
C18592,,,,,,,,,,
C18593,,,,,,,,,,
C18594,,,,,,,,,,
C18595,,,,,,,,,,
C18596,,,,,,,,,,
C18597,,,,,,,,,,
C18598,,,,,,,,,,
C18599,,,,,,,,,,
C18600,,,,,,,,,,
C18601,,,,,,,,,,
C18602,,,,,,,,,,
C18603,,,,,,,,,,
C18604,,,,,,,,,,
C18605,,,,,,,,,,
C18606,,,,,,,,,,
C18607,,,,,,,,,,
C18608,,,,,,,,,,
C18609,,,,,,,,,,
C18610,,,,,,,,,,
C18611,,,,,,,,,,
C18612,,,,,,,,,,
C18613,,,,,,,,,,
C18614,,,,,,,,,,
C18615,,,,,,,,,,
C18616,,,,,,,,,,
C18617,,,,,,,,,,
C18618,,,,,,,,,,
C18619,,,,,,,,,,
C18620,,,,,,,,,,
C18621,,,,,,,,,,
C18622,,,,,,,,,,
C18623,,,,,,,,,,
C18624,,,,,,,,,,
C18625,,,,,,,,,,
C18626,,,,,,,,,,
C18627,,,,,,,,,,
C18628,,,,,,,,,,
C18629,map01057,map01130,,,,,,,,
C18630,map01057,map01130,,,,,,,,
C18631,map01057,map01130,,,,,,,,
C18632,map01057,map01130,,,,,,,,
C18633,map01057,map01130,,,,,,,,
C18634,map01057,map01130,,,,,,,,
C18635,map01057,map01130,,,,,,,,
C18636,,,,,,,,,,
C18637,map01057,map01130,,,,,,,,
C18638,map01057,map01130,,,,,,,,
C18639,map01057,map01130,,,,,,,,
C18640,map01057,map01130,,,,,,,,
C18641,map01057,map01130,,,,,,,,
C18642,map01057,map01130,,,,,,,,
C18643,,,,,,,,,,
C18644,,,,,,,,,,
C18645,,,,,,,,,,
C18646,,,,,,,,,,
C18647,,,,,,,,,,
C18648,,,,,,,,,,
C18649,,,,,,,,,,
C18650,,,,,,,,,,
C18651,,,,,,,,,,
C18652,,,,,,,,,,
C18653,,,,,,,,,,
C18654,,,,,,,,,,
C18655,,,,,,,,,,
C18656,,,,,,,,,,
C18657,,,,,,,,,,
C18658,,,,,,,,,,
C18659,,,,,,,,,,
C18660,,,,,,,,,,
C18661,,,,,,,,,,
C18662,,,,,,,,,,
C18663,,,,,,,,,,
C18664,,,,,,,,,,
C18665,,,,,,,,,,
C18666,,,,,,,,,,
C18667,,,,,,,,,,
C18668,,,,,,,,,,
C18669,,,,,,,,,,
C18670,,,,,,,,,,
C18671,,,,,,,,,,
C18672,,,,,,,,,,
C18673,,,,,,,,,,
C18674,,,,,,,,,,
C18675,,,,,,,,,,
C18676,,,,,,,,,,
C18677,,,,,,,,,,
C18678,map01057,map01130,,,,,,,,
C18679,map01057,map01130,,,,,,,,
C18680,map01057,map01130,,,,,,,,
C18681,map01057,map01130,,,,,,,,
C18682,map01057,map01130,,,,,,,,
C18683,map01057,map01130,,,,,,,,
C18684,map01057,map01130,,,,,,,,
C18685,map01057,map01130,,,,,,,,
C18686,,,,,,,,,,
C18687,,,,,,,,,,
C18688,,,,,,,,,,
C18689,,,,,,,,,,
C18690,,,,,,,,,,
C18691,,,,,,,,,,
C18692,,,,,,,,,,
C18693,,,,,,,,,,
C18694,,,,,,,,,,
C18695,,,,,,,,,,
C18696,,,,,,,,,,
C18697,,,,,,,,,,
C18698,,,,,,,,,,
C18699,map04075,,,,,,,,,
C18700,,,,,,,,,,
C18701,,,,,,,,,,
C18702,,,,,,,,,,
C18703,,,,,,,,,,
C18704,,,,,,,,,,
C18705,,,,,,,,,,
C18706,,,,,,,,,,
C18707,,,,,,,,,,
C18708,,,,,,,,,,
C18709,map01057,map01130,,,,,,,,
C18710,map01057,map01130,,,,,,,,
C18711,map01057,map01130,,,,,,,,
C18712,,,,,,,,,,
C18713,,,,,,,,,,
C18714,,,,,,,,,,
C18715,,,,,,,,,,
C18716,,,,,,,,,,
C18717,,,,,,,,,,
C18718,,,,,,,,,,
C18719,,,,,,,,,,
C18720,,,,,,,,,,
C18721,,,,,,,,,,
C18722,,,,,,,,,,
C18723,,,,,,,,,,
C18724,,,,,,,,,,
C18725,,,,,,,,,,
C18726,,,,,,,,,,
C18727,,,,,,,,,,
C18728,,,,,,,,,,
C18729,,,,,,,,,,
C18730,,,,,,,,,,
C18731,,,,,,,,,,
C18732,,,,,,,,,,
C18733,,,,,,,,,,
C18734,,,,,,,,,,
C18735,,,,,,,,,,
C18736,,,,,,,,,,
C18737,,,,,,,,,,
C18738,,,,,,,,,,
C18739,,,,,,,,,,
C18740,,,,,,,,,,
C18741,,,,,,,,,,
C18742,,,,,,,,,,
C18743,,,,,,,,,,
C18744,,,,,,,,,,
C18745,,,,,,,,,,
C18746,,,,,,,,,,
C18747,,,,,,,,,,
C18748,,,,,,,,,,
C18749,,,,,,,,,,
C18750,,,,,,,,,,
C18751,,,,,,,,,,
C18752,,,,,,,,,,
C18753,,,,,,,,,,
C18754,,,,,,,,,,
C18755,,,,,,,,,,
C18756,,,,,,,,,,
C18757,,,,,,,,,,
C18758,,,,,,,,,,
C18759,,,,,,,,,,
C18760,,,,,,,,,,
C18761,,,,,,,,,,
C18762,,,,,,,,,,
C18763,,,,,,,,,,
C18764,,,,,,,,,,
C18765,,,,,,,,,,
C18766,,,,,,,,,,
C18767,,,,,,,,,,
C18768,,,,,,,,,,
C18769,,,,,,,,,,
C18770,,,,,,,,,,
C18771,,,,,,,,,,
C18772,,,,,,,,,,
C18773,,,,,,,,,,
C18774,,,,,,,,,,
C18775,,,,,,,,,,
C18776,,,,,,,,,,
C18777,,,,,,,,,,
C18778,map01057,map01130,,,,,,,,
C18779,,,,,,,,,,
C18780,,,,,,,,,,
C18781,,,,,,,,,,
C18782,,,,,,,,,,
C18783,,,,,,,,,,
C18784,,,,,,,,,,
C18785,,,,,,,,,,
C18786,,,,,,,,,,
C18787,,,,,,,,,,
C18788,,,,,,,,,,
C18789,,,,,,,,,,
C18790,,,,,,,,,,
C18791,,,,,,,,,,
C18792,,,,,,,,,,
C18793,,,,,,,,,,
C18794,,,,,,,,,,
C18795,,,,,,,,,,
C18796,map00460,map01110,,,,,,,,
C18797,,,,,,,,,,
C18798,,,,,,,,,,
C18799,,,,,,,,,,
C18800,,,,,,,,,,
C18801,,,,,,,,,,
C18802,map00790,,,,,,,,,
C18803,,,,,,,,,,
C18804,,,,,,,,,,
C18805,,,,,,,,,,
C18806,,,,,,,,,,
C18807,,,,,,,,,,
C18808,,,,,,,,,,
C18809,,,,,,,,,,
C18810,,,,,,,,,,
C18811,,,,,,,,,,
C18812,,,,,,,,,,
C18813,,,,,,,,,,
C18814,,,,,,,,,,
C18815,,,,,,,,,,
C18816,,,,,,,,,,
C18817,,,,,,,,,,
C18818,,,,,,,,,,
C18819,,,,,,,,,,
C18820,,,,,,,,,,
C18821,,,,,,,,,,
C18822,,,,,,,,,,
C18823,,,,,,,,,,
C18824,,,,,,,,,,
C18825,,,,,,,,,,
C18826,,,,,,,,,,
C18827,,,,,,,,,,
C18828,,,,,,,,,,
C18829,,,,,,,,,,
C18830,,,,,,,,,,
C18831,,,,,,,,,,
C18832,,,,,,,,,,
C18833,,,,,,,,,,
C18834,,,,,,,,,,
C18835,map01057,map01130,,,,,,,,
C18836,map01130,,,,,,,,,
C18837,map01130,,,,,,,,,
C18838,map01130,,,,,,,,,
C18839,,,,,,,,,,
C18840,,,,,,,,,,
C18841,,,,,,,,,,
C18842,,,,,,,,,,
C18843,,,,,,,,,,
C18844,,,,,,,,,,
C18845,map01130,,,,,,,,,
C18846,map01130,,,,,,,,,
C18847,map01130,,,,,,,,,
C18848,,,,,,,,,,
C18849,,,,,,,,,,
C18850,,,,,,,,,,
C18851,,,,,,,,,,
C18852,,,,,,,,,,
C18853,,,,,,,,,,
C18854,,,,,,,,,,
C18855,,,,,,,,,,
C18856,,,,,,,,,,
C18857,,,,,,,,,,
C18858,,,,,,,,,,
C18859,,,,,,,,,,
C18860,,,,,,,,,,
C18861,,,,,,,,,,
C18862,,,,,,,,,,
C18863,,,,,,,,,,
C18864,,,,,,,,,,
C18865,,,,,,,,,,
C18866,,,,,,,,,,
C18867,,,,,,,,,,
C18868,,,,,,,,,,
C18869,,,,,,,,,,
C18870,map00450,,,,,,,,,
C18871,map00450,,,,,,,,,
C18872,map00450,,,,,,,,,
C18873,,,,,,,,,,
C18874,,,,,,,,,,
C18875,,,,,,,,,,
C18876,,,,,,,,,,
C18877,,,,,,,,,,
C18878,,,,,,,,,,
C18879,,,,,,,,,,
C18880,,,,,,,,,,
C18881,,,,,,,,,,
C18882,,,,,,,,,,
C18883,,,,,,,,,,
C18884,,,,,,,,,,
C18885,,,,,,,,,,
C18886,,,,,,,,,,
C18887,,,,,,,,,,
C18888,,,,,,,,,,
C18889,,,,,,,,,,
C18890,,,,,,,,,,
C18891,,,,,,,,,,
C18892,,,,,,,,,,
C18893,map00450,,,,,,,,,
C18894,,,,,,,,,,
C18895,,,,,,,,,,
C18896,,,,,,,,,,
C18897,,,,,,,,,,
C18898,,,,,,,,,,
C18899,,,,,,,,,,
C18900,,,,,,,,,,
C18901,,,,,,,,,,
C18902,map00450,,,,,,,,,
C18903,,,,,,,,,,
C18904,map00450,,,,,,,,,
C18905,map00450,,,,,,,,,
C18906,,,,,,,,,,
C18907,,,,,,,,,,
C18908,,,,,,,,,,
C18909,,,,,,,,,,
C18910,map00740,map01100,,,,,,,,
C18911,map00770,map01100,,,,,,,,
C18912,,,,,,,,,,
C18913,,,,,,,,,,
C18914,,,,,,,,,,
C18915,,,,,,,,,,
C18916,,,,,,,,,,
C18917,,,,,,,,,,
C18918,,,,,,,,,,
C18919,,,,,,,,,,
C18920,,,,,,,,,,
C18921,,,,,,,,,,
C18922,,,,,,,,,,
C18923,,,,,,,,,,
C18924,,,,,,,,,,
C18925,,,,,,,,,,
C18926,,,,,,,,,,
C18927,,,,,,,,,,
C18928,,,,,,,,,,
C18929,,,,,,,,,,
C18930,,,,,,,,,,
C18931,,,,,,,,,,
C18932,,,,,,,,,,
C18933,map00361,map01100,map01120,,,,,,,
C18934,,,,,,,,,,
C18935,,,,,,,,,,
C18936,,,,,,,,,,
C18937,,,,,,,,,,
C18938,,,,,,,,,,
C18939,,,,,,,,,,
C18940,,,,,,,,,,
C18941,,,,,,,,,,
C18942,,,,,,,,,,
C18943,,,,,,,,,,
C18944,,,,,,,,,,
C18945,,,,,,,,,,
C18946,,,,,,,,,,
C18947,,,,,,,,,,
C18948,,,,,,,,,,
C18949,,,,,,,,,,
C18950,,,,,,,,,,
C18951,,,,,,,,,,
C18952,,,,,,,,,,
C18953,,,,,,,,,,
C18954,,,,,,,,,,
C18955,,,,,,,,,,
C18956,,,,,,,,,,
C18957,,,,,,,,,,
C18958,,,,,,,,,,
C18959,,,,,,,,,,
C18960,,,,,,,,,,
C18961,,,,,,,,,,
C18962,,,,,,,,,,
C18963,,,,,,,,,,
C18964,,,,,,,,,,
C18965,,,,,,,,,,
C18966,,,,,,,,,,
C18967,,,,,,,,,,
C18968,,,,,,,,,,
C18969,,,,,,,,,,
C18970,,,,,,,,,,
C18971,,,,,,,,,,
C18972,,,,,,,,,,
C18973,,,,,,,,,,
C18974,,,,,,,,,,
C18975,,,,,,,,,,
C18976,,,,,,,,,,
C18977,,,,,,,,,,
C18978,,,,,,,,,,
C18979,,,,,,,,,,
C18980,,,,,,,,,,
C18981,,,,,,,,,,
C18982,,,,,,,,,,
C18983,,,,,,,,,,
C18984,,,,,,,,,,
C18985,,,,,,,,,,
C18986,,,,,,,,,,
C18987,,,,,,,,,,
C18988,,,,,,,,,,
C18989,,,,,,,,,,
C18991,,,,,,,,,,
C18992,,,,,,,,,,
C18993,,,,,,,,,,
C18994,map05166,,,,,,,,,
C18995,map05166,,,,,,,,,
C18996,map05166,,,,,,,,,
C18997,,,,,,,,,,
C18998,,,,,,,,,,
C18999,,,,,,,,,,
C19000,,,,,,,,,,
C19001,,,,,,,,,,
C19002,,,,,,,,,,
C19003,,,,,,,,,,
C19004,,,,,,,,,,
C19005,,,,,,,,,,
C19006,,,,,,,,,,
C19007,,,,,,,,,,
C19008,,,,,,,,,,
C19009,,,,,,,,,,
C19010,,,,,,,,,,
C19011,,,,,,,,,,
C19012,,,,,,,,,,
C19013,,,,,,,,,,
C19014,,,,,,,,,,
C19015,,,,,,,,,,
C19016,,,,,,,,,,
C19017,,,,,,,,,,
C19018,,,,,,,,,,
C19019,,,,,,,,,,
C19020,,,,,,,,,,
C19021,,,,,,,,,,
C19022,,,,,,,,,,
C19023,,,,,,,,,,
C19024,,,,,,,,,,
C19025,,,,,,,,,,
C19026,,,,,,,,,,
C19027,,,,,,,,,,
C19028,,,,,,,,,,
C19029,,,,,,,,,,
C19030,,,,,,,,,,
C19031,,,,,,,,,,
C19032,,,,,,,,,,
C19033,,,,,,,,,,
C19034,,,,,,,,,,
C19035,,,,,,,,,,
C19036,,,,,,,,,,
C19037,,,,,,,,,,
C19038,,,,,,,,,,
C19039,,,,,,,,,,
C19040,,,,,,,,,,
C19041,,,,,,,,,,
C19042,,,,,,,,,,
C19043,,,,,,,,,,
C19044,,,,,,,,,,
C19045,,,,,,,,,,
C19046,,,,,,,,,,
C19047,,,,,,,,,,
C19048,,,,,,,,,,
C19049,,,,,,,,,,
C19050,,,,,,,,,,
C19051,,,,,,,,,,
C19052,,,,,,,,,,
C19053,,,,,,,,,,
C19054,,,,,,,,,,
C19055,,,,,,,,,,
C19056,,,,,,,,,,
C19057,,,,,,,,,,
C19058,,,,,,,,,,
C19059,,,,,,,,,,
C19060,,,,,,,,,,
C19061,,,,,,,,,,
C19062,,,,,,,,,,
C19063,,,,,,,,,,
C19064,,,,,,,,,,
C19065,,,,,,,,,,
C19066,,,,,,,,,,
C19067,,,,,,,,,,
C19068,,,,,,,,,,
C19069,,,,,,,,,,
C19070,,,,,,,,,,
C19071,,,,,,,,,,
C19072,,,,,,,,,,
C19073,,,,,,,,,,
C19074,,,,,,,,,,
C19075,,,,,,,,,,
C19076,,,,,,,,,,
C19077,,,,,,,,,,
C19078,,,,,,,,,,
C19079,map00903,,,,,,,,,
C19080,,,,,,,,,,
C19081,map00903,,,,,,,,,
C19082,map00903,,,,,,,,,
C19083,map00903,,,,,,,,,
C19084,map00903,,,,,,,,,
C19085,,,,,,,,,,
C19086,,,,,,,,,,
C19087,,,,,,,,,,
C19088,,,,,,,,,,
C19089,,,,,,,,,,
C19090,,,,,,,,,,
C19091,,,,,,,,,,
C19092,,,,,,,,,,
C19093,,,,,,,,,,
C19094,,,,,,,,,,
C19095,,,,,,,,,,
C19096,,,,,,,,,,
C19097,,,,,,,,,,
C19098,,,,,,,,,,
C19099,,,,,,,,,,
C19100,,,,,,,,,,
C19101,,,,,,,,,,
C19102,,,,,,,,,,
C19103,,,,,,,,,,
C19104,,,,,,,,,,
C19105,,,,,,,,,,
C19106,,,,,,,,,,
C19107,,,,,,,,,,
C19108,,,,,,,,,,
C19109,,,,,,,,,,
C19110,,,,,,,,,,
C19111,,,,,,,,,,
C19112,,,,,,,,,,
C19113,,,,,,,,,,
C19114,,,,,,,,,,
C19115,,,,,,,,,,
C19116,,,,,,,,,,
C19117,,,,,,,,,,
C19118,,,,,,,,,,
C19119,,,,,,,,,,
C19120,,,,,,,,,,
C19121,,,,,,,,,,
C19122,,,,,,,,,,
C19123,,,,,,,,,,
C19124,,,,,,,,,,
C19125,,,,,,,,,,
C19126,,,,,,,,,,
C19127,,,,,,,,,,
C19128,,,,,,,,,,
C19129,,,,,,,,,,
C19130,,,,,,,,,,
C19131,,,,,,,,,,
C19132,,,,,,,,,,
C19133,,,,,,,,,,
C19134,,,,,,,,,,
C19135,,,,,,,,,,
C19136,,,,,,,,,,
C19137,,,,,,,,,,
C19138,,,,,,,,,,
C19139,,,,,,,,,,
C19140,,,,,,,,,,
C19141,,,,,,,,,,
C19142,,,,,,,,,,
C19143,,,,,,,,,,
C19144,,,,,,,,,,
C19145,,,,,,,,,,
C19146,,,,,,,,,,
C19147,,,,,,,,,,
C19148,,,,,,,,,,
C19149,,,,,,,,,,
C19150,,,,,,,,,,
C19151,map00680,map01120,,,,,,,,
C19152,map00680,map01120,,,,,,,,
C19153,map00680,map01120,,,,,,,,
C19154,map00680,map01120,,,,,,,,
C19155,map00680,map01120,,,,,,,,
C19156,map00680,map01120,,,,,,,,
C19157,,,,,,,,,,
C19158,,,,,,,,,,
C19159,,,,,,,,,,
C19160,,,,,,,,,,
C19161,map05204,,,,,,,,,
C19162,,,,,,,,,,
C19163,,,,,,,,,,
C19164,map05204,,,,,,,,,
C19165,,,,,,,,,,
C19166,,,,,,,,,,
C19167,,,,,,,,,,
C19168,,,,,,,,,,
C19169,,,,,,,,,,
C19170,,,,,,,,,,
C19171,,,,,,,,,,
C19172,,,,,,,,,,
C19173,,,,,,,,,,
C19174,,,,,,,,,,
C19175,,,,,,,,,,
C19176,,,,,,,,,,
C19177,,,,,,,,,,
C19178,,,,,,,,,,
C19179,,,,,,,,,,
C19180,map05204,,,,,,,,,
C19181,,,,,,,,,,
C19182,,,,,,,,,,
C19183,,,,,,,,,,
C19184,,,,,,,,,,
C19185,,,,,,,,,,
C19186,,,,,,,,,,
C19187,,,,,,,,,,
C19188,,,,,,,,,,
C19189,,,,,,,,,,
C19190,map05152,,,,,,,,,
C19191,,,,,,,,,,
C19192,,,,,,,,,,
C19193,,,,,,,,,,
C19194,,,,,,,,,,
C19195,,,,,,,,,,
C19196,,,,,,,,,,
C19197,,,,,,,,,,
C19198,,,,,,,,,,
C19199,,,,,,,,,,
C19200,,,,,,,,,,
C19201,,,,,,,,,,
C19202,,,,,,,,,,
C19203,,,,,,,,,,
C19204,,,,,,,,,,
C19205,,,,,,,,,,
C19206,,,,,,,,,,
C19207,,,,,,,,,,
C19208,,,,,,,,,,
C19209,,,,,,,,,,
C19210,,,,,,,,,,
C19211,,,,,,,,,,
C19212,,,,,,,,,,
C19213,,,,,,,,,,
C19214,,,,,,,,,,
C19215,,,,,,,,,,
C19216,,,,,,,,,,
C19217,,,,,,,,,,
C19218,,,,,,,,,,
C19219,,,,,,,,,,
C19220,,,,,,,,,,
C19221,,,,,,,,,,
C19222,,,,,,,,,,
C19223,,,,,,,,,,
C19224,,,,,,,,,,
C19225,,,,,,,,,,
C19226,,,,,,,,,,
C19227,,,,,,,,,,
C19228,,,,,,,,,,
C19229,,,,,,,,,,
C19230,,,,,,,,,,
C19231,,,,,,,,,,
C19232,,,,,,,,,,
C19233,,,,,,,,,,
C19234,,,,,,,,,,
C19235,,,,,,,,,,
C19236,,,,,,,,,,
C19237,,,,,,,,,,
C19238,,,,,,,,,,
C19239,,,,,,,,,,
C19240,,,,,,,,,,
C19241,,,,,,,,,,
C19242,,,,,,,,,,
C19243,,,,,,,,,,
C19244,,,,,,,,,,
C19245,,,,,,,,,,
C19246,,,,,,,,,,
C19247,,,,,,,,,,
C19248,,,,,,,,,,
C19249,,,,,,,,,,
C19250,,,,,,,,,,
C19251,,,,,,,,,,
C19252,,,,,,,,,,
C19253,,,,,,,,,,
C19254,,,,,,,,,,
C19255,map05204,,,,,,,,,
C19256,,,,,,,,,,
C19257,,,,,,,,,,
C19258,,,,,,,,,,
C19259,,,,,,,,,,
C19260,,,,,,,,,,
C19261,,,,,,,,,,
C19262,,,,,,,,,,
C19263,,,,,,,,,,
C19264,,,,,,,,,,
C19265,,,,,,,,,,
C19266,,,,,,,,,,
C19267,,,,,,,,,,
C19268,,,,,,,,,,
C19269,,,,,,,,,,
C19270,,,,,,,,,,
C19271,,,,,,,,,,
C19272,,,,,,,,,,
C19273,,,,,,,,,,
C19274,,,,,,,,,,
C19275,,,,,,,,,,
C19276,,,,,,,,,,
C19277,,,,,,,,,,
C19278,,,,,,,,,,
C19279,,,,,,,,,,
C19280,,,,,,,,,,
C19281,,,,,,,,,,
C19282,,,,,,,,,,
C19283,,,,,,,,,,
C19284,,,,,,,,,,
C19285,,,,,,,,,,
C19286,,,,,,,,,,
C19287,,,,,,,,,,
C19288,,,,,,,,,,
C19289,,,,,,,,,,
C19290,,,,,,,,,,
C19291,,,,,,,,,,
C19292,,,,,,,,,,
C19293,,,,,,,,,,
C19294,,,,,,,,,,
C19295,,,,,,,,,,
C19296,,,,,,,,,,
C19297,,,,,,,,,,
C19298,,,,,,,,,,
C19299,,,,,,,,,,
C19300,,,,,,,,,,
C19301,,,,,,,,,,
C19302,,,,,,,,,,
C19303,,,,,,,,,,
C19304,,,,,,,,,,
C19305,,,,,,,,,,
C19306,,,,,,,,,,
C19307,,,,,,,,,,
C19308,,,,,,,,,,
C19309,,,,,,,,,,
C19310,,,,,,,,,,
C19311,,,,,,,,,,
C19312,,,,,,,,,,
C19313,map05166,,,,,,,,,
C19314,,,,,,,,,,
C19315,,,,,,,,,,
C19316,,,,,,,,,,
C19317,map04750,,,,,,,,,
C19318,,,,,,,,,,
C19319,,,,,,,,,,
C19320,,,,,,,,,,
C19321,,,,,,,,,,
C19322,,,,,,,,,,
C19323,,,,,,,,,,
C19324,,,,,,,,,,
C19325,,,,,,,,,,
C19326,,,,,,,,,,
C19327,,,,,,,,,,
C19328,,,,,,,,,,
C19329,,,,,,,,,,
C19330,,,,,,,,,,
C19331,,,,,,,,,,
C19332,,,,,,,,,,
C19333,,,,,,,,,,
C19334,,,,,,,,,,
C19335,,,,,,,,,,
C19336,,,,,,,,,,
C19337,,,,,,,,,,
C19338,,,,,,,,,,
C19339,,,,,,,,,,
C19340,,,,,,,,,,
C19341,,,,,,,,,,
C19342,,,,,,,,,,
C19343,,,,,,,,,,
C19344,,,,,,,,,,
C19345,,,,,,,,,,
C19346,,,,,,,,,,
C19347,,,,,,,,,,
C19348,,,,,,,,,,
C19349,,,,,,,,,,
C19350,,,,,,,,,,
C19351,,,,,,,,,,
C19352,,,,,,,,,,
C19353,,,,,,,,,,
C19354,,,,,,,,,,
C19355,,,,,,,,,,
C19356,,,,,,,,,,
C19357,,,,,,,,,,
C19358,,,,,,,,,,
C19359,,,,,,,,,,
C19360,,,,,,,,,,
C19361,,,,,,,,,,
C19362,,,,,,,,,,
C19363,,,,,,,,,,
C19364,,,,,,,,,,
C19365,,,,,,,,,,
C19366,,,,,,,,,,
C19367,,,,,,,,,,
C19368,map05204,,,,,,,,,
C19369,,,,,,,,,,
C19370,,,,,,,,,,
C19371,,,,,,,,,,
C19372,,,,,,,,,,
C19373,,,,,,,,,,
C19374,,,,,,,,,,
C19375,,,,,,,,,,
C19376,,,,,,,,,,
C19377,,,,,,,,,,
C19378,map04742,,,,,,,,,
C19379,,,,,,,,,,
C19380,,,,,,,,,,
C19381,,,,,,,,,,
C19382,,,,,,,,,,
C19383,,,,,,,,,,
C19384,,,,,,,,,,
C19385,,,,,,,,,,
C19386,,,,,,,,,,
C19387,,,,,,,,,,
C19388,,,,,,,,,,
C19389,,,,,,,,,,
C19390,,,,,,,,,,
C19391,,,,,,,,,,
C19392,,,,,,,,,,
C19393,,,,,,,,,,
C19394,,,,,,,,,,
C19395,,,,,,,,,,
C19396,,,,,,,,,,
C19397,,,,,,,,,,
C19398,,,,,,,,,,
C19399,,,,,,,,,,
C19400,,,,,,,,,,
C19401,,,,,,,,,,
C19402,,,,,,,,,,
C19403,,,,,,,,,,
C19404,,,,,,,,,,
C19405,,,,,,,,,,
C19406,,,,,,,,,,
C19407,,,,,,,,,,
C19408,,,,,,,,,,
C19409,,,,,,,,,,
C19410,,,,,,,,,,
C19411,,,,,,,,,,
C19412,,,,,,,,,,
C19413,,,,,,,,,,
C19414,,,,,,,,,,
C19415,,,,,,,,,,
C19416,,,,,,,,,,
C19417,,,,,,,,,,
C19418,map00073,,,,,,,,,
C19419,,,,,,,,,,
C19420,,,,,,,,,,
C19421,,,,,,,,,,
C19422,,,,,,,,,,
C19423,,,,,,,,,,
C19424,,,,,,,,,,
C19425,,,,,,,,,,
C19426,,,,,,,,,,
C19427,,,,,,,,,,
C19428,,,,,,,,,,
C19429,,,,,,,,,,
C19430,,,,,,,,,,
C19431,,,,,,,,,,
C19432,,,,,,,,,,
C19433,,,,,,,,,,
C19434,,,,,,,,,,
C19435,,,,,,,,,,
C19436,,,,,,,,,,
C19437,,,,,,,,,,
C19438,,,,,,,,,,
C19439,,,,,,,,,,
C19440,,,,,,,,,,
C19441,,,,,,,,,,
C19442,,,,,,,,,,
C19443,,,,,,,,,,
C19444,,,,,,,,,,
C19445,,,,,,,,,,
C19446,,,,,,,,,,
C19447,,,,,,,,,,
C19448,,,,,,,,,,
C19449,,,,,,,,,,
C19450,,,,,,,,,,
C19451,,,,,,,,,,
C19452,,,,,,,,,,
C19453,,,,,,,,,,
C19454,,,,,,,,,,
C19455,,,,,,,,,,
C19456,,,,,,,,,,
C19457,,,,,,,,,,
C19458,,,,,,,,,,
C19459,,,,,,,,,,
C19460,,,,,,,,,,
C19461,,,,,,,,,,
C19462,,,,,,,,,,
C19463,,,,,,,,,,
C19464,,,,,,,,,,
C19465,,,,,,,,,,
C19466,,,,,,,,,,
C19467,,,,,,,,,,
C19468,,,,,,,,,,
C19469,,,,,,,,,,
C19470,,,,,,,,,,
C19471,,,,,,,,,,
C19472,,,,,,,,,,
C19473,,,,,,,,,,
C19474,,,,,,,,,,
C19475,,,,,,,,,,
C19476,,,,,,,,,,
C19477,,,,,,,,,,
C19478,,,,,,,,,,
C19479,,,,,,,,,,
C19480,,,,,,,,,,
C19481,,,,,,,,,,
C19482,,,,,,,,,,
C19483,,,,,,,,,,
C19484,,,,,,,,,,
C19485,,,,,,,,,,
C19486,,,,,,,,,,
C19487,,,,,,,,,,
C19488,map00980,map05204,,,,,,,,
C19489,map00980,map05204,,,,,,,,
C19490,map00980,map05204,,,,,,,,
C19491,map00460,map00966,map01110,map01210,,,,,,
C19492,,,,,,,,,,
C19493,,,,,,,,,,
C19494,,,,,,,,,,
C19495,,,,,,,,,,
C19496,,,,,,,,,,
C19497,,,,,,,,,,
C19498,,,,,,,,,,
C19499,,,,,,,,,,
C19500,,,,,,,,,,
C19501,,,,,,,,,,
C19502,,,,,,,,,,
C19503,,,,,,,,,,
C19504,,,,,,,,,,
C19505,,,,,,,,,,
C19506,,,,,,,,,,
C19507,,,,,,,,,,
C19508,,,,,,,,,,
C19509,,,,,,,,,,
C19510,,,,,,,,,,
C19511,,,,,,,,,,
C19512,,,,,,,,,,
C19513,,,,,,,,,,
C19514,,,,,,,,,,
C19515,,,,,,,,,,
C19516,,,,,,,,,,
C19517,,,,,,,,,,
C19518,,,,,,,,,,
C19519,,,,,,,,,,
C19520,,,,,,,,,,
C19521,,,,,,,,,,
C19522,,,,,,,,,,
C19523,,,,,,,,,,
C19524,,,,,,,,,,
C19525,map05204,,,,,,,,,
