,X.1,X,CID,Inchikey,SID,KEGGID,Name,Name_1,pathway_1,pathway_2,pathway_3,pathway_4,pathway_5,pathway_6,Class
12808,12137,10798,217611,RCNXAKUMTKVCLL-JTQLQIEISA-N,12749,C10566,Alchorneine,,,,,,,,NA
12809,12138,10799,125349,RCQTVEFBFUNTGM-BDVHUIKKSA-N,14364,C12219,Corynebactin,Bacillibactin,map01053,map01110,map01130,,,,
12810,12139,10801,5282280,RCRCTBLIHCHWDZ-DOFZRALJSA-N,854101,C13856,2-Arachidonoylglycerol,2-Arachidonoyl-sn-glycerol,map04080,map04714,map04723,,,,
12811,12140,10802,62330,RCTGMCJBQGBLKT-UHFFFAOYSA-N,124490192,C19520,Scarlet Red,1-[2-[2-Methyl-4-[2-(2-methylphenyl)diazenyl]phenyl]diazenyl]-2-naphthalenol,,,,,,,NA
12812,12141,10803,49787004,RCWCGLALNCIQNM-VKHMYHEASA-N,8005,C05698,Selenohomocysteine,,map00450,,,,,,
12813,12142,10804,21169,RCYCXZHAYRTYPO-UHFFFAOYSA-N,17395620,C14620,"2-Acetamido-6H-dibenzo[b,d]pyran-6-one",,,,,,,,
12814,12143,10805,183094,RDECBWLKMPEKPM-PSCJHHPTSA-N,13238,C11056,Spinosyn D,Spinosad factor D,,,,,,,
12815,12144,10806,73094,RDFCSSHDJSZMTQ-ZDUSSCGKSA-N,4152,C00896,Tos-Lys-CH2Cl,,,,,,,,
12816,12146,10808,6332,RDHPKYGYEGBMSE-UHFFFAOYSA-N,124490026,C19354,Bromoethane,Ethyl bromide,,,,,,,
12817,12147,10811,442279,RDJAFOWISVMOJY-PWNZVWSESA-N,11698,C09507,Micheliolide,,,,,,,,
12818,12148,10812,3342,RDJGLLICXDHJDY-UHFFFAOYSA-N,9210,C06997,Fenoprofen,,,,,,,,
12819,12149,10813,17776,RDJTWDKSYLLHRW-UHFFFAOYSA-N,124489791,C19119,Dinoseb acetate,,,,,,,,
12820,12151,10815,72725,RDJXPXHQENRCNG-UHFFFAOYSA-N,5237,C02161,2-Aminophenoxazin-3-one,3-Aminophenoxazone,map00380,,,,,,
12821,12152,10816,442702,RDKDIPDDUFMMMT-UHFFFAOYSA-N,12443,C10257,"4,7-Dihydroxy-2-methoxy-9,10-dihydrophenanthrene",,,,,,,,
12822,12154,10819,10292,RDMFEHLCCOQUMH-UHFFFAOYSA-N,124490083,C19411,"2,4'-Diphenyldiamine","2,4'-Diaminobiphenyl",,,,,,,
12823,12155,10820,5284529,RDMOROXKXONCAL-UEKVPHQBSA-N,583368,C12979,Cefroxadine,,,,,,,,
12824,12156,10822,3955,RDOIQAHITMMDAJ-UHFFFAOYSA-N,9291,C07080,Loperamide,,,,,,,,
12825,12157,10823,7519,RDOXTESZEPMUJZ-UHFFFAOYSA-N,4592,C01403,Anisole,Methoxybenzene,,,,,,,
12826,12158,10824,440341,RDQUQBHPMYFYMX-PEBGCTIMSA-N,7068,C04437,1-(5-Phosphoribosyl)imidazole-4-acetate,,map00340,,,,,,
12827,12159,10825,23724663,RDTAGQKYPGLCBK-GOZZSVHWSA-N,47205530,C16222,Formononetin 7-O-glucoside-6'-O-malonate,,map00943,,,,,,
12828,12162,10829,6093,RDXLYGJSWZYTFJ-UHFFFAOYSA-N,124489940,C19268,Niridazole,,,,,,,,
12829,12163,10831,108214,RDZNZFGKEVDNPK-UHFFFAOYSA-N,47205673,C16365,5-Acetylamino-6-formylamino-3-methyluracil,AFMU,map00232,map01100,map01110,,,,
12830,12164,10832,240036,RDZRMCWJXAYYAO-SMVSCOHQSA-N,17396197,C15200,"9beta,11beta-Epoxyandrost-4-ene-3,17-dione",,,,,,,,
12831,12165,10833,656644,REACMANCWHKJSM-DWBVFMGKSA-M,586227,C13505,Cefsulodin sodium,,,,,,,,
12832,12166,10834,440576,REAZZDPREXHWNV-FNYQTHNFSA-N,7566,C05148,Debromoaplysiatoxin,,,,,,,,
12833,12167,10835,10364,RECUKUPTGUEGMW-UHFFFAOYSA-N,12027,C09840,Carvacrol,,,,,,,,
12834,12168,10836,30331,REEFSLKDEDEWAO-UHFFFAOYSA-N,124489580,C18908,Chloraniformethan,,,,,,,,
12835,12169,10837,41428,REEQLXCGVXDJSQ-UHFFFAOYSA-N,13215,C11032,Trichlopyr,Triclopyr,,,,,,,NA
12836,12171,10841,16693908,REHXRBDMVPYGJX-UHFFFAOYSA-H,124489490,C18816,Cryolite,Aluminum sodium fluoride,,,,,,,
12837,12172,10842,440148,REIIQZAQCCFGIJ-LBLJTAPMSA-N,6596,C03860,Deaminohydroxyblasticidin S,,,,,,,,
12838,12173,10843,160877,REIMFKRWHOKOHQ-UHFFFAOYSA-O,96023541,C17063,Salicifoline,,,,,,,,
12839,12174,10844,440035,REJJDEGSUOCEEW-UHFFFAOYSA-L,6325,C03516,Magnesium protoporphyrin,Magnesium protoporphyrin IX,map00860,map01100,map01110,,,,
12840,12175,10845,28523,REJLGAUYTKNVJM-SGXCCWNXSA-N,13010,C10827,Tomatine,,map01066,,,,,,
12841,12176,10846,14865953,REKADLCYCOKRRC-JURCDPSOSA-N,135626082,C17116,Nidificene,Intricatene,,,,,,,
12842,12177,10847,442214,REKCBEFSIKOPTD-IZLXSDGUSA-N,11606,C09415,Daphnandrine,,,,,,,,
12843,12178,10848,6895,RELMFMZEBKVZJC-UHFFFAOYSA-N,17395408,C14408,"1,2,3-Trichlorobenzene",,,,,,,,
12844,12179,10849,7856,RENMDAKOXSCIGH-UHFFFAOYSA-N,124490032,C19360,Chloroacetonitrile,,,,,,,,
12845,12182,10854,4913,REQCZEXYDRLIBE-UHFFFAOYSA-N,9605,C07401,Procainamide,,,,,,,,
12846,12183,10855,3564,RERZNCLIYCABFS-UHFFFAOYSA-N,8766,C06536,Harmaline,,map01063,,,,,,
12847,12184,10856,105101,RESKVBRHSNTJNG-UHFFFAOYSA-N,7847000,C14190,"2,3,4,5-Tetrachloro-4'-biphenylol","4-Hydroxy-2',3',4'-5'-tetrachlorobiphenyl",,,,,,,
12848,12185,10857,68563,RETPFDTUCPKFEC-UHFFFAOYSA-N,13938,C11774,Primidolol,,,,,,,,
12849,12186,10859,72734314,REWAKYJADCBFMU-CIFIPRASSA-N,172232352,C20628,"2,3-Bis-(O-phytanyl)-sn-glycero-1-phospho-L-serine",,,,,,,,
12850,12187,10861,245234,REXFWMANWYNMPV-AJYQEWAOSA-N,17396310,C15313,"3,17beta-Diacetoxyestra-1,3,5(10)-trien-6-one","3,17beta-Dihydroxyestra-1,3,5(10)-trien-6-one diacetate",,,,,,,
12851,12188,10862,68972,REZQBEBOWJAQKS-UHFFFAOYSA-N,10588,C08392,Triacontan-1-ol,1-Triacontanol,,,,,,,
12852,12189,10863,71448974,REZQHIIQALKSCD-WKSOIMLMSA-N,163311951,C20208,syn-Stemoden-19-oate,,map00904,map01110,,,,,
12853,12190,10864,133266,RFAUYXHDQGJQSD-ZCFIWIBFSA-N,96023366,C16842,SQ 26180,,map00261,map01130,,,,,NA
12854,12191,10865,5281939,RFBIUXAOZAPWCC-RDKWKEIWSA-M,13710,C11543,Cobalt-dihydro-precorrin 6,Cobalt-precorrin 6B,map00860,map01100,,,,,NA
12855,12192,10866,136226467,RFBWLSHSKDHIQO-HZLVTQRSSA-N,172232331,C20603,(3S)-3-Hydroxy-L-enduracididine,,,,,,,,
12856,12193,10867,440646,RFCWHQNNCOJYTR-IRCAEPKSSA-N,7746,C05372,Tautomycin,,,,,,,,
12857,12194,10868,10140,RFDAIACWWDREDC-FRVQLJSFSA-N,5027,C01921,Glycocholate,Glycocholic acid,map00120,map00121,map01100,map04976,map04979,,
12858,12195,10869,92042761,RFDLXEYGELAYRI-UHFFFAOYSA-N,254741284,C20818,Carbapenem biosynthesis intermediate 2,,map00332,map01130,,,,,
12859,12196,10871,9543133,RFENOVFRMPRRJI-AFCKVHGPSA-N,7099,C04479,"2-Hydroxy-6-oxonona-2,4-diene-1,9-dioate","(2Z,4E)-2-Hydroxy-6-oxonona-2,4-diene-1,9-dioate",map00360,map01120,map01220,,,,
12860,12197,10873,10106,RFFOTVCVTJUTAD-UHFFFAOYSA-N,96023402,C16909,"1,4-Cineole","1,4-Epoxy-p-menthane",,,,,,,
12861,12198,10874,3365,RFHAOTPXVQNOHP-UHFFFAOYSA-N,9215,C07002,Fluconazole,,,,,,,,
12862,12199,10875,443684,RFILRSDHWIIIMN-UHFFFAOYSA-N,14328,C12182,Trisphaeridine,Trispheridine,,,,,,,
12863,12201,10878,34781,RFKQJTRWODZPHF-UHFFFAOYSA-N,96024109,C17790,Dehydrocorydaline,,,,,,,,
12864,12202,10879,23671563,RFLHUYUQCKHUKS-JUODUXDSSA-M,585207,C13143,Ceftiofur sodium,,,,,,,,
12865,12203,10881,442140,RFRUYYQMUJRBAN-LKUPFZQBSA-N,11479,C09288,Acroptilin,Chlorohyssopifolin C,,,,,,,
12866,12204,10882,255968,RFRXIWQYSOIBDI-UHFFFAOYSA-N,17395474,C14474,Benzarone,2-Ethyl-3-(4-hydroxybenzoyl)benzofuran,,,,,,,
12867,12205,10883,439709,RFSUNEUAIZKAJO-ARQDHWQXSA-N,5386,C02336,beta-D-Fructose,beta-Fruit sugar,map00520,,,,,,
12868,12207,10886,5281541,RFUJEBHESHKXKW-PRKJJMSOSA-N,11966,C09778,Fulvoplumierin,,,,,,,,
12869,12208,10887,160503,RFWCCZDSXIZJMF-CQSZACIVSA-N,11860,C09670,Xylopine,,,,,,,,
12870,12209,10888,6325757,RFWGABANNQMHMZ-WLFYAOHHSA-N,11982,C09794,Oleuropein,,,,,,,,
12871,12211,10890,124037357,RFXPDWRNEZQOSS-DVWMECQTSA-N,328082922,C21354,"dTDP-4-amino-2,4-dideoxy-beta-L-xylose",,map00523,map01130,,,,,
12872,12212,10892,6293,RGCKGOZRHPZPFP-UHFFFAOYSA-N,4647,C01474,Alizarin,Dihydroxyanthraquinone,,,,,,,
12873,12213,10893,3032604,RGCLLPNLLBQHPF-HJWRWDBZSA-N,124489363,C18689,Phosphamidon,,,,,,,,
12874,12214,10894,4748,RGCVKNLCSQQDEP-UHFFFAOYSA-N,9631,C07427,Perphenazine,4-(3-(2-Chlorophenothiazin-10-YL)propyl)-1-piperazineethanol,,,,,,,
12875,12215,10895,102276,RGDVNLHBCKWZDA-XLPZGREQSA-N,6307,C03495,Deoxy-5-methylcytidylate,5-Methyldeoxycytidine 5'-phosphate,,,,,,,
12876,12216,10896,85906346,RGEIKIHAMPCDGR-UHFFFAOYSA-N,354264346,C21752,2-Hydroxyethyl-CoM,,map00625,map01120,,,,,
12877,12217,10897,245467,RGENIWJSHAAOMP-SWBPCFCJSA-N,17396070,C15073,17alpha-Chloroethynylestradiol,"21-Chloro-19-nor-17alpha-pregna-1,3,5(10)-trien-20-yne-3,17-diol",,,,,,,
12878,12218,10898,6465,RGEVWUKXWFOAID-UHFFFAOYSA-N,96024060,C17730,Piperidione,"3,3-Diethyl-2,4-dioxopiperidine",,,,,,,
12879,12219,10901,85782,RGHMISIYKIHAJW-UHFFFAOYSA-N,7906,C05580,"3,4-Dihydroxymandelate","3,4-Dihydroxymandelic acid",map00350,map01100,,,,,
12880,12222,10905,6857417,RGHNJXZEOKUKBD-QTBDOELSSA-N,4058,C00800,L-Gulonate,L-Gulonic acid,,,,,,,
12881,12223,10906,12310779,RGHNJXZEOKUKBD-RSJOWCBRSA-N,47205248,C15930,L-Galactonate,L-Galactonic acid,map00040,map00053,map01100,,,,
12882,12224,10907,193325,RGHNJXZEOKUKBD-SKNVOMKLSA-N,4032,C00770,L-Idonate,,,,,,,,
12883,12225,10908,10690,RGHNJXZEOKUKBD-SQOUGZDYSA-N,3556,C00257,D-Gluconic acid,D-Gluconate,,,,,,,
12884,12226,10909,641544,RGHPCLZJAFCTIK-RXMQYKEDSA-N,254741276,C20809,(R)-2-Methylpyrrolidine,,,,,,,,
12885,12227,10911,3082406,RGIDMSNTKAZSFO-UHFFFAOYSA-N,13963,C11799,SK&F 91581,,,,,,,,
12886,12228,10912,440404,RGIIXLVKXLFDLP-UHFFFAOYSA-N,7198,C04606,"5-(3,4-Diacetoxybut-1-ynyl)-2,2'-bithiophene",,,,,,,,NA
12887,12229,10913,156653,RGJHRVMTLGLFPX-UHFFFAOYSA-N,124490254,C19582,"1-(3-Pyridinyl)-1,4-butanediol",,map00980,map05204,,,,,
12888,12231,10916,86289490,RGLTYROISYBKIW-BDUQCRIQSA-N,336445199,C21561,Oryzalexin E,"ent-Sandaracopimaradiene-3beta,9alpha-diol",map00904,map01110,,,,,
12889,12232,10917,448537,RGLYKWWBQGJZGM-ISLYRVAYSA-N,9822,C07620,Diethylstilbestrol,DES,,,,,,,
12890,12233,10918,442681,RGNBIKVVGUORSW-UHFFFAOYSA-N,12412,C10226,Fucofuroeckol B,,,,,,,,
12891,12234,10919,91741,RGNPBRKPHBKNKX-UHFFFAOYSA-N,124489533,C18861,Hexaflumuron,,,,,,,,
12892,12235,10922,442017,RGROGZCBGZBCAG-XNFNUYLZSA-N,11271,C09079,Cyathin A3,,,,,,,,
12893,12236,10923,442809,RGSUZUQISVAJJF-GFCCVEGCSA-N,12688,C10505,(R)-4-Methoxydalbergione,,,,,,,,
12894,12237,10924,68167,RGTIBVZDHOMOKC-UHFFFAOYSA-N,10652,C08459,Stearolic acid,9-Stearolic acid,,,,,,,
12895,12238,10925,90658150,RGTPSNSYCJTFLL-UHFFFAOYSA-N,340076549,C21568,"4-Hydroxy-2,2'-bipyrrole-5-methanol",,map00333,map01130,,,,,
12896,12239,10927,65091,RGWHQCVHVJXOKC-SHYZEUOFSA-N,3742,C00458,dCTP,Deoxycytidine 5'-triphosphate,map00240,map01100,,,,,
12897,12242,10932,140765,RHDGNLCLDBVESU-UHFFFAOYSA-N,96023947,C17602,2(3H)-Furanone,alpha-Crotonolactone,,,,,,,
12898,12243,10933,9750,RHGKLRLOHDJJDR-BYPYZUCNSA-N,3621,C00327,L-Citrulline,2-Amino-5-ureidovaleric acid,map00220,map01100,map01110,map01130,map01230,,
12899,12244,10934,21596453,RHGQIWVTIHZRLI-DCXZOGHSSA-N,163312182,C20445,Dihydrosterigmatocystin,DHST,map00254,map01130,,,,,
12900,12245,10935,38200,RHIROFAGUQOFLU-UHFFFAOYSA-N,96024330,C18113,"1,2,3,4,6,7,8,9-Octachlorodibenzofuran",Octachlorodibenzofuran,map00621,,,,,,
12901,12246,10937,46173823,RHJPBGWFGOAEID-FAXOFGCBSA-N,96023293,C16769,Aplysiatoxin,,,,,,,,
12902,12247,10938,46173872,RHJXZAWQBJGJJP-FQUWQITNSA-N,96023650,C17242,S-(4-Methylthiobutylthiohydroximoyl)-L-cysteine,,map00966,map01110,map01210,,,,
12903,12248,10939,51351713,RHKAAOSSVJEZNU-LHYWXDRZSA-N,135626173,C19705,Oxidized dinoflagellate luciferin,,,,,,,,
12904,12249,10942,182440,RHMGJTZOFARRHB-UHFFFAOYSA-N,7608,C05203,6-O-Methylnorlaudanosoline,,,,,,,,
12905,12250,10943,441067,RHMGJTZOFARRHB-ZDUSSCGKSA-N,8748,C06517,(S)-6-O-Methylnorlaudanosoline,(S)-3'-Hydroxycoclaurine,map00950,map01110,,,,,NA
12906,12251,10944,9732,RHMPLDJJXGPMEX-UHFFFAOYSA-N,47205781,C16485,4-Fluorophenol,,,,,,,,
12907,12252,10945,3220,RHMXXJGYXNZAPX-UHFFFAOYSA-N,12529,C10343,Emodin,,,,,,,,
12908,12253,10946,14855,RHPUJHQBPORFGV-UHFFFAOYSA-N,6197,C03359,4-Chloro-2-methylphenol,,,,,,,,
12909,12254,10947,65553,RHQQHZQUAMFINJ-DTDWNVJFSA-N,7836,C05476,Tetrahydrocorticosterone,,map00140,,,,,,
12910,12255,10948,440046,RHTAIKJZSXNELN-UHFFFAOYSA-N,6356,C03564,1-Pyrroline-2-carboxylate,1-Pyrroline-2-carboxylic acid,map00330,map00472,,,,,NA
12911,12256,10949,5976,RHUYHJGZWVXEHW-UHFFFAOYSA-N,124489905,C19233,"1,1-Dimethylhydrazine",,,,,,,,
12912,12257,10952,5281491,RHVYFOFKEZHFKR-GIKWLFIVSA-N,11712,C09521,Orizabin,,,,,,,,
12913,12258,10953,11096,RHWSKVCZXBAWLZ-UHFFFAOYSA-N,13048,C10865,Pseudopelletierine,,map00960,map01064,map01110,,,,
12914,12259,10954,69217,RHYBFKMFHLPQPH-UHFFFAOYSA-N,5563,C02565,N-Methylhydantoin,"N-Methylimidazolidine-2,4-dione",map00330,map01100,,,,,
12915,12261,10957,126970646,RIGHEWUFSUWNMM-QIISWYHFSA-L,336445149,C21511,"Nickel-sirohydrochlorin a,c-diamide","Ni-sirohydrochlorin a,c-diamide",map00860,map01110,map01120,,,,
12916,12262,10958,5462428,RIHQHYIWKHVLRH-XKTBTPLDSA-N,11394,C09203,Gelsemicine,,,,,,,,
12917,12263,10959,11954096,RIHYEPXTXIUQGL-IMCUMJJXSA-N,17395987,C14990,"Cyclic-3,20-bis(1,2-ethanediyl acetal)-11alpha-(acetyloxy)-5alpha,6alpha-epoxypregnane-3,20-dione",,,,,,,,
12918,12264,10960,3406,RIKMMFOAQPJVMX-UHFFFAOYSA-N,10039,C07837,Fomepizole,4-Methylpyrazole,,,,,,,NA
12919,12265,10961,439901,RIKPNWPEMPODJD-UHFFFAOYSA-N,5973,C03074,4'-O-Methylisoflavone,,,,,,,,
12920,12266,10962,5282224,RIKWDZWVHUIUAM-KICRZJJPSA-N,586195,C13455,Abscisic aldehyde,,map00906,map01100,map01110,,,,
12921,12267,10963,5459971,RILHUWWTCSDPAN-PHDIDXHHSA-N,7152,C04546,(R)-3-((R)-3-Hydroxybutanoyloxy)butanoate,,map00650,,,,,,
12922,12268,10964,7922,RINCXYDBBGOEEQ-UHFFFAOYSA-N,124490196,C19524,Succinic anhydride,"Dihydro-2,5-furandione",,,,,,,
12923,12269,10965,23724496,RIOREOKPRNNJQD-YYYLUSCNSA-M,8736,C06505,"Cob(I)yrinate a,c diamide",Cob(I)yrinate diamide,map00860,map01100,,,,,
12924,12270,10966,28780,RIOXQFHNBCKOKP-UHFFFAOYSA-N,13079,C10896,Benomyl,Benlate,,,,,,,NA
12925,12271,10968,11953967,RIRRBPQKSNZHKW-AGGZHOMASA-M,14013,C11851,Zn-Bacteriochlorophyll a,Zinc bacteriochlorophyll a,map00860,,,,,,
12926,12272,10969,656658,RIRUUBOQEZYITM-UHFFFAOYSA-N,853901,C13534,Hydrocotarnine hydrochloride,,,,,,,,
12927,12273,10971,70678985,RITBIFGLPRFTSB-KVTDHHQDSA-N,163312160,C20423,alpha-D-Ribose 1-methylphosphonate 5-phosphate,,map00440,,,,,,
12928,12274,10972,126845,RITFSVQFPRZDHQ-BQBZGAKWSA-N,7173,C04572,S-(N-Hydroxy-N-methylcarbamoyl)glutathione,,,,,,,,
12929,12275,10973,123938,RITKHVBHSGLULN-WHFBIAKZSA-N,3938,C00669,gamma-L-Glutamyl-L-cysteine,L-gamma-Glutamylcysteine,map00480,map01100,map04216,,,,
12930,12276,10975,11109567,RIVKDDXPCFBMOV-PTDQARIVSA-N,11264,C09072,"2,7,11-Cembratrien-4,6-diol",,,,,,,,
12931,12277,10976,160520,RIVQQZVHIVNQFH-XJZYBRFWSA-N,7816,C05454,"3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestane","5beta-Cholestane-3alpha,7alpha,12alpha-triol",map00120,map01100,,,,,
12932,12279,10978,442893,RIXOVHWIYRZQDC-UHFFFAOYSA-N,12838,C10655,Cusparine,,,,,,,,
12933,12281,10981,5281604,RJBAXROZAXAEEM-UHFFFAOYSA-N,12208,C10022,Azaleatin,Quercetin 5-methyl ether,,,,,,,
12934,12282,10982,443294,RJBKVKVYNJTHJS-DQSYDGHTSA-N,13760,C11595,E3040 glucuronide,,,,,,,,
12935,12283,10983,108016,RJCXKHSGIOKCID-UHFFFAOYSA-N,103061436,C18254,"Pyrene-4,5-oxide","Pyrene-4,5-epoxide",map00624,map01120,,,,,
12936,12284,10984,53262360,RJDBNSZFZDWPFL-CECBSOHTSA-N,135626258,C19791,2-O-(alpha-D-Glucopyranosyl)-3-phospho-D-glycerate,(2R)-2-(alpha-D-Glucopyranosyloxy)-3-(phosphonooxy)propanoate,,,,,,,
12937,12285,10985,443242,RJDBNSZFZDWPFL-WEDYNZIRSA-N,13686,C11516,2-(alpha-D-Mannosyl)-3-phosphoglycerate,,map00051,,,,,,
12938,12286,10986,5283632,RJECHNNFRHZQKU-RMUVNZEASA-N,17395641,C14641,Cholesteryl oleate,Cholest-5-en-3-beta-yl oleate,,,,,,,
12939,12287,10988,6096870,RJIIQBYZGJSODH-QWRGUYRKSA-N,10742,C08549,Indicaxanthin,,,,,,,,
12940,12288,10989,5280969,RJJITLLPAKUQGB-BXTBVDPRSA-N,8829,C06603,"cis,cis-4-Hydroxymuconic semialdehyde",4-Hydroxymuconic semialdehyde,map00361,map01120,,,,,
12941,12289,10991,5994,RJKFOVLPORLFTN-LEKSSAKUSA-N,3700,C00410,Progesterone,"4-Pregnene-3,20-dione",map00140,map01100,map04114,map04913,map04914,map04917,
12942,12291,10993,46173777,RJKLDOLOCIQYFS-NZSIPYHHSA-N,11024,C08831,Miroestrol,,,,,,,,
12943,12292,10994,24892753,RJNRTVJPFNURDG-WJVMIFTRSA-L,7248,C04665,Co-Methyl-5-hydroxybenzimidazolylcobamide,,,,,,,,
12944,12293,10995,6337945,RJPDELAUUYAFTQ-WHFBIAKZSA-N,96023720,C17367,"(3S,5S)-Carbapenam-3-carboxylic acid","(3S,5S)-Carbapenam-3-carboxylate",map00332,map01130,,,,,
12945,12295,10997,53297452,RJPPRBMGVWEZRR-IYDDCBTQSA-N,124490286,C19634,Melibiulose,6-O-alpha-D-Galactopyranosyl-D-fructose,,,,,,,
12946,12296,10999,2019,RJURFGZVJUQBHK-UHFFFAOYSA-N,8990,C06770,Actinomycin D,Dactinomycin,,,,,,,
12947,12297,11001,91458,RJWJHRPNHPHBRN-FKVJWERZSA-N,11959,C09771,Aucubin,,,,,,,,
12948,12298,11002,121855,RJWLAIMXRBDUMH-ULQDDVLXSA-N,13467,C11292,N-Acetylleucyl-leucyl-methioninal,,,,,,,,
12949,12299,11003,96356,RJXQSIKBGKVNRT-UHFFFAOYSA-N,9849,C07647,Phosphoramide mustard,Phosphamide mustard,map00982,,,,,,
12950,12300,11004,72819,RJZFGBNKPOVCHQ-UHFFFAOYSA-N,12914,C10731,N-Methylflindersine,"5H-Pyrano(3,2-c)quinolin-5-one, 2,6-dihydro-2,2,6-trimethyl-",,,,,,,NA
12951,12301,11005,53297417,RKAPJVXLWIATOU-UHFFFAOYSA-N,124489675,C19003,Leptophos,,,,,,,,
12952,12302,11006,117301,RKBAYVATPNYHLW-UHFFFAOYSA-N,96023298,C16774,Bisabolol oxide B,,,,,,,,
12953,12303,11007,104921,RKCWRYBOSIJRNH-UHFFFAOYSA-N,163312034,C20294,Chromium (V),Chromium ion (5+),map05204,,,,,,
12954,12304,11009,3035235,RKDOFSJTBIDAHX-CYHLAULCSA-N,96023274,C16750,Acetylintermedine,,,,,,,,
12955,12305,11011,440290,RKDYKIHMFYAPMZ-MRXNPFEDSA-N,6962,C04303,N-Benzoyl-D-arginine-4-nitroanilide,Bz-Arg-p-nitroanilide,,,,,,,
12956,12306,11012,253193,RKEBXTALJSALNU-LDCXZXNSSA-N,96024241,C18021,Pheophorbide a,,map00860,map01110,,,,,
12957,12307,11013,53297385,RKEPXZFDMPAEAN-UHFFFAOYSA-N,124489205,C18531,Clomeprop,,,,,,,,
12958,12308,11015,5281758,RKFAZBXYICVSKP-WAYWQWQTSA-N,12615,C10430,beta-Asarone,cis-Asarone,,,,,,,
12959,12309,11016,46173916,RKFMVZQLJBGJKK-AAYAUBGESA-N,96023818,C17470,Asparasaponin II,,,,,,,,
12960,12312,11019,53297384,RKJQJYZYGJTNNB-UHFFFAOYSA-N,124489194,C18520,Flubendiamide,,,,,,,,
12961,12313,11020,178688,RKLUTDADUQVUMB-UHFFFAOYSA-N,12796,C10613,Porritoxin,,,,,,,,
12962,12314,11022,9808666,RKPYSYRMIXRZJT-UHFFFAOYSA-N,163311945,C20202,BRACO-19,"9-[4-(N,N-Dimethylamino)phenylamino]-3,6-bis (3-pyrrolodino-propionamido) acridine",,,,,,,
12963,12315,11023,2288503,RKSBPFMNOJWYSB-UHFFFAOYSA-N,17396203,C15206,"3,3-Bis(4-hydroxyphenyl)pentane","4,4'-(1-Ethylpropane-1,1,-diyl)diphenol",,,,,,,
12964,12316,11024,162976,RKUKMUWCRLRPEJ-UHFFFAOYSA-N,51090935,C16609,Didemethylcitalopram,,map00982,,,,,,
12965,12317,11025,174174,RKUNBYITZUJHSG-PJPHBNEVSA-N,4651,C01479,Atropine,dl-Hyoscyamine,map00960,map01110,,,,,
12966,12318,11026,154417,RKUNBYITZUJHSG-VFSICIBPSA-N,5135,C02046,L-Hyoscyamine,L-Tropine tropate,map00960,map01064,map01100,map01110,,,
12967,12319,11027,441667,RKWHWFONKJEUEF-GQUPQBGVSA-O,10797,C08604,Chrysanthemin,Cyanidin 3-O-glucoside,map00942,,,,,,
12968,12321,11031,3036760,RLBVUCNBWFGERE-UHFFFAOYSA-N,17395838,C14840,"Bromobenzene-2,3-oxide","Bromobenzene-2,3-epoxide",map00980,,,,,,
12969,12322,11032,26840,RLCKHJSFHOZMDR-UHFFFAOYSA-N,4760,C01607,Phytanate,Phytanic acid,,,,,,,
12970,12323,11033,11679800,RLDVZILFNVRJTL-IWFVLDDISA-N,254741194,C20725,Ginsenoside Rd,,,,,,,,
12971,12324,11035,24924,RLJMLMKIBZAXJO-UHFFFAOYSA-N,17396231,C15234,Lead nitrate,,,,,,,,
12972,12325,11036,40159,RLLPVAHGXHCWKJ-PKOBYXMFSA-N,135626331,C19864,trans-Permethrin,,,,,,,,
12973,12326,11037,40326,RLLPVAHGXHCWKJ-UHFFFAOYSA-N,17395388,C14388,Permethrin,,,,,,,,
12974,12327,11038,440447,RLNOPSGEZLGFAH-OCMBHFTRSA-N,7276,C04700,UDP-N-acetylmuramoyl-L-alanyl-alpha-D-glutamyl-L-lysine,,,,,,,,
12975,12328,11039,9834513,RLQJEEJISHYWON-UHFFFAOYSA-N,124489137,C18463,Flonicamid,,,,,,,,NA
12976,12329,11041,46174050,RLSJCCIBFMIPMJ-UHFFFAOYSA-N,96024352,C18135,Dihydroshikonofuran,,map00130,,,,,,
12977,12331,11043,5281690,RLTNQOUWXZXZCS-VMMUDTPISA-N,12361,C10175,Quercetin 3-(2G-xylosylrutinoside),,map00944,,,,,,
12978,12332,11044,441683,RLVAVWQAAQFUOP-GNYBQDBLSA-N,10825,C08632,Papyriferic acid,,,,,,,,
12979,12333,11045,5280827,RLVSEUWSBSQQOE-NSUIJKAQSA-N,8099,C05804,"2-Hexaprenyl-3-methyl-6-methoxy-1,4-benzoquinone",,map00130,map01110,,,,,
12980,12334,11046,441706,RLXRCZIALRMBJR-VRMMQTGXSA-N,10849,C08656,Ajaconine,,,,,,,,
12981,12335,11048,24501,RMBBSOLAGVEUSI-UHFFFAOYSA-H,124489321,C18647,Calcium arsenate,,,,,,,,
12982,12336,11049,8461,RMBFBMJGBANMMK-UHFFFAOYSA-N,13189,C11006,"2,4-Dinitrotoluene","2,4-DNT",map00633,map01120,map01220,,,,
12983,12337,11051,31099,RMFNNCGOSPBBAD-UHFFFAOYSA-N,124489342,C18668,Formetanate,Dicarzol,,,,,,,
12984,12338,11052,524,RMHHUKGVZFVHED-UHFFFAOYSA-N,6279,C03459,2-Hydroxy-3-oxosuccinate,Oxaloglycolate,map00630,,,,,,
